vector_row,product_index,id,article,domain,price,description,characteristics_text
4010,2046,s3_108,,Furniture,7800,"Nesting table Lyon walnut set of 3, hex","Product Type: Nesting table; Name: Lyon; Material: walnut; Features: set of 3, hex"
4011,2047,s3_109,,Furniture,19400,"Desk Loft 160x80x76 wood, iron factory-style, reclaimed, base","Product Type: Desk; Name: Loft; Dimensions: 160x80x76; Material: wood, iron; Features: factory-style, reclaimed, base"
4012,2048,s3_110,,Furniture,7400,"Cage stand 60x40x150 black metal bird, large","Product Type: Cage stand; Dimensions: 60x40x150; Color: black; Material: metal; Features: bird, large"
4013,2049,s3_111,,Furniture,5400,"Curtains 140x270 charcoal thermal, pair","Product Type: Curtains; Dimensions: 140x270; Color: charcoal; Features: thermal, pair"
4014,2050,s3_112,,Furniture,1280,"Wrist rest grey memory foam, foam ergonomic, keyboard, mouse","Product Type: Wrist rest; Color: grey; Material: memory foam, foam; Features: ergonomic, keyboard, mouse"
4015,2051,s3_113,,Furniture,1850,Throw blanket 130x170 terracotta cotton waffle,Product Type: Throw blanket; Dimensions: 130x170; Color: terracotta; Material: cotton; Features: waffle
4016,2052,s3_114,,Furniture,680,Shower curtain 180x200 terracotta peva abstract,Product Type: Shower curtain; Dimensions: 180x200; Color: terracotta; Material: peva; Features: abstract
4017,2053,s3_115,,Furniture,22400,Dining table 180x80 wenge mdf extendable,Product Type: Dining table; Dimensions: 180x80; Color: wenge; Material: mdf; Features: extendable
4018,2054,s3_116,,Furniture,7400,"Cat tree Verona 120cm wood, walnut modern, 3-level","Product Type: Cat tree; Name: Verona; Dimensions: 120cm; Material: wood, walnut; Features: modern, 3-level"
4019,2055,s3_117,,Furniture,11800,"TV stand 180cm wenge floating, wall-mount","Product Type: TV stand; Dimensions: 180cm; Color: wenge; Features: floating, wall-mount"
4020,2056,s3_118,,Furniture,42400,"Credenza 160x45x75 walnut mid-century, tapered, legs, sliding, doors","Product Type: Credenza; Dimensions: 160x45x75; Material: walnut; Features: mid-century, tapered, legs, sliding, doors"
4021,2057,s3_119,,Furniture,5400,"Bookcase 80x30x180 sonoma oak sonoma oak, mdf, oak open","Product Type: Bookcase; Dimensions: 80x30x180; Color: sonoma oak; Material: sonoma oak, mdf, oak; Features: open"
4022,2058,s3_120,,Furniture,1850,Diffuser stand Aria 25x25x40 ivory ceramic pedestal,Product Type: Diffuser stand; Name: Aria; Dimensions: 25x25x40; Color: ivory; Material: ceramic; Features: pedestal
4023,2059,s3_121,,Furniture,1450,"Coat hook 80cm wood, walnut rail","Product Type: Coat hook; Dimensions: 80cm; Material: wood, walnut; Features: rail"
4024,2060,s3_122,,Furniture,980,"Massage ball green peanut, shape, dual","Product Type: Massage ball; Color: green; Features: peanut, shape, dual"
4025,2061,s3_123,,Furniture,82400,"Outdoor sofa Aria grey rattan, rope modular, 5-piece, luxe","Product Type: Outdoor sofa; Name: Aria; Color: grey; Material: rattan, rope; Features: modular, 5-piece, luxe"
4026,2062,s3_124,,Furniture,13800,"Area rug 200x290 persian, style, viscose, wine","Product Type: Area rug; Dimensions: 200x290; Features: persian, style, viscose, wine"
4027,2063,s3_125,,Furniture,42400,"Gaming desk Milano 180x140x76 walnut l-shape, rgb, top-shelf","Product Type: Gaming desk; Name: Milano; Dimensions: 180x140x76; Material: walnut; Features: l-shape, rgb, top-shelf"
4028,2064,s3_126,,Furniture,3450,"Coat rack 170cm walnut mid-century, tripod, 5-hooks","Product Type: Coat rack; Dimensions: 170cm; Material: walnut; Features: mid-century, tripod, 5-hooks"
4029,2065,s3_127,,Furniture,3800,"Area rug 80x150 cream sheepskin, faux","Product Type: Area rug; Dimensions: 80x150; Color: cream; Features: sheepskin, faux"
4030,2066,s3_128,,Furniture,18400,Accent chair white fiberglass egg-style,Product Type: Accent chair; Color: white; Material: fiberglass; Features: egg-style
4031,2067,s3_129,,Furniture,18400,"Chandelier Stella d=70 black sputnik, 8-light, mid-century","Product Type: Chandelier; Name: Stella; Dimensions: d=70; Color: black; Features: sputnik, 8-light, mid-century"
4032,2068,s3_130,,Furniture,1850,"Yoga mat 183x61 purple tpe, 6mm, eco","Product Type: Yoga mat; Dimensions: 183x61; Color: purple; Features: tpe, 6mm, eco"
4033,2069,s3_131,,Furniture,9400,"Mattress topper Norton 140x200, 5cm latex","Product Type: Mattress topper; Name: Norton; Dimensions: 140x200, 5cm; Material: latex"
4034,2070,s3_132,,Furniture,5800,"Kids table white mdf set, chairs","Product Type: Kids table; Color: white; Material: mdf; Features: set, chairs"
4035,2071,s3_133,,Furniture,1450,"Step stool Aria natural bamboo kids, rounded","Product Type: Step stool; Name: Aria; Color: natural; Material: bamboo; Features: kids, rounded"
4036,2072,s3_134,,Furniture,3800,"Frame set black photo, gallery, wall, mixed, sizes","Product Type: Frame set; Color: black; Features: photo, gallery, wall, mixed, sizes"
4037,2073,s3_135,,Furniture,3450,"Plant stand wood, bamboo 4-tier, ladder","Product Type: Plant stand; Material: wood, bamboo; Features: 4-tier, ladder"
4038,2074,s3_136,,Furniture,7800,"Mirror 160x40 black metal floor, standing, frame","Product Type: Mirror; Dimensions: 160x40; Color: black; Material: metal; Features: floor, standing, frame"
4039,2075,s3_137,,Furniture,1850,"Sauna set 35x18 natural wood accessories, headrest, curved","Product Type: Sauna set; Dimensions: 35x18; Color: natural; Material: wood; Features: accessories, headrest, curved"
4040,2076,s3_138,,Furniture,22400,"Bed 160x200 white plastic wooden, headboard","Product Type: Bed; Dimensions: 160x200; Color: white; Material: plastic; Features: wooden, headboard"
4041,2077,s3_139,,Furniture,3800,"Plaid Oslo 130x180 natural linen fringe, minimal","Product Type: Plaid; Name: Oslo; Dimensions: 130x180; Color: natural; Material: linen; Features: fringe, minimal"
4042,2078,s3_140,,Furniture,9800,"Dining set black wrought iron, iron patio, bistro, 3-piece","Product Type: Dining set; Color: black; Material: wrought iron, iron; Features: patio, bistro, 3-piece"
4043,2079,s3_141,,Furniture,9800,Area rug 200x290 natural jute braided,Product Type: Area rug; Dimensions: 200x290; Color: natural; Material: jute; Features: braided
4044,2080,s3_142,,Furniture,1880,"LED strip 10m warm white, white adhesive","Product Type: LED strip; Dimensions: 10m; Color: warm white, white; Features: adhesive"
4045,2081,s3_143,,Furniture,72400,"Dining set grey rattan 5-piece, outdoor","Product Type: Dining set; Color: grey; Material: rattan; Features: 5-piece, outdoor"
4046,2082,s3_144,,Furniture,9400,"Umbrella Lyon 2.5x2.5 olive wood patio, square, pole","Product Type: Umbrella; Name: Lyon; Dimensions: 2.5x2.5; Color: olive; Material: wood; Features: patio, square, pole"
4047,2083,s3_145,,Furniture,820,"Kitchen towel natural linen set of 4, striped","Product Type: Kitchen towel; Color: natural; Material: linen; Features: set of 4, striped"
4048,2084,s3_146,,Furniture,14800,"Chair natural rattan papasan, cushion","Product Type: Chair; Color: natural; Material: rattan; Features: papasan, cushion"
4049,2085,s3_147,,Furniture,1280,"Shower curtain 180x200 polyester, marble print","Product Type: Shower curtain; Dimensions: 180x200; Material: polyester, marble; Features: print"
4050,2086,s3_148,,Furniture,9800,Accent chair black eco-leather tub,Product Type: Accent chair; Color: black; Material: eco-leather; Features: tub
4051,2087,s3_149,,Furniture,19400,"Pendant light d=80 smoke glass cluster, 7-bulb, chandelier","Product Type: Pendant light; Dimensions: d=80; Color: smoke; Material: glass; Features: cluster, 7-bulb, chandelier"
4052,2088,s3_150,,Furniture,4400,"Vanity chair gold velvet rose, legs, slim","Product Type: Vanity chair; Color: gold; Material: velvet; Features: rose, legs, slim"
4053,2089,s3_151,,Furniture,3200,"Desk 80x50 white mdf small, compact","Product Type: Desk; Dimensions: 80x50; Color: white; Material: mdf; Features: small, compact"
4054,2090,s3_152,,Furniture,7800,"Desk 120x60 natural oak, metal hairpin, legs","Product Type: Desk; Dimensions: 120x60; Color: natural; Material: oak, metal; Features: hairpin, legs"
4055,2091,s3_153,,Furniture,2400,"Christmas wreath Verona d=55 eucalyptus, berries","Product Type: Christmas wreath; Name: Verona; Dimensions: d=55; Features: eucalyptus, berries"
4056,2092,s3_154,,Furniture,6800,"Bed 100x40x40 beige linen trunk, lift-top","Product Type: Bed; Dimensions: 100x40x40; Color: beige; Material: linen; Features: trunk, lift-top"
4057,2093,s3_155,,Furniture,620,Throw pillow 40x40 white cotton embroidered,Product Type: Throw pillow; Dimensions: 40x40; Color: white; Material: cotton; Features: embroidered
4058,2094,s3_156,,Furniture,1850,"Bathroom shelf 60x18 walnut floating, set of 3","Product Type: Bathroom shelf; Dimensions: 60x18; Material: walnut; Features: floating, set of 3"
4059,2095,s3_157,,Furniture,5800,Pouf 50x35 natural leather moroccan,Product Type: Pouf; Dimensions: 50x35; Color: natural; Material: leather; Features: moroccan
4060,2096,s3_158,,Furniture,3450,"Monitor light 50cm rgb, bar, usb, wireless","Product Type: Monitor light; Dimensions: 50cm; Features: rgb, bar, usb, wireless"
4061,2097,s3_159,,Furniture,4400,"Pet ramp 1.2m aluminum telescopic, x, max, 50kg","Product Type: Pet ramp; Dimensions: 1.2m; Material: aluminum; Features: telescopic, x, max, 50kg"
4062,2098,s3_160,,Furniture,13800,Sideboard 160x40x85 wenge mdf 3-doors,Product Type: Sideboard; Dimensions: 160x40x85; Color: wenge; Material: mdf; Features: 3-doors
4063,2099,s3_161,,Furniture,28400,"Chair rattan egg, hanging, stand","Product Type: Chair; Material: rattan; Features: egg, hanging, stand"
4064,2100,s3_162,,Furniture,48500,"Massage chair black faux leather, leather recliner","Product Type: Massage chair; Color: black; Material: faux leather, leather; Features: recliner"
4065,2101,s3_163,,Furniture,68500,"Sofa Milano cream fabric modular, 4-seater","Product Type: Sofa; Name: Milano; Color: cream; Material: fabric; Features: modular, 4-seater"
4066,2102,s3_164,,Furniture,4400,"Mirror Stella 40x50 vanity, led, touch, dimmer","Product Type: Mirror; Name: Stella; Dimensions: 40x50; Features: vanity, led, touch, dimmer"
4067,2103,s3_165,,Furniture,1850,"Wine rack Verona 30x20x40 black metal 6-bottle, countertop","Product Type: Wine rack; Name: Verona; Dimensions: 30x20x40; Color: black; Material: metal; Features: 6-bottle, countertop"
4068,2104,s3_166,,Furniture,2400,"Smart bulb led, rgbw, e27, set of 6, wifi, alexa-compatible","Product Type: Smart bulb; Features: led, rgbw, e27, set of 6, wifi, alexa-compatible"
4069,2105,s3_167,,Furniture,15800,Peacock chair Adeline 100x70x150 black-stain rattan high-back,Product Type: Peacock chair; Name: Adeline; Dimensions: 100x70x150; Color: black-stain; Material: rattan; Features: high-back
4070,2106,s3_168,,Furniture,1280,"Bed under, storage, vacuum, bags, set of 6, jumbo","Product Type: Bed; Features: under, storage, vacuum, bags, set of 6, jumbo"
4071,2107,s3_169,,Furniture,28400,"Tulip table d=120 white dining, round, pedestal, saarinen-style","Product Type: Tulip table; Dimensions: d=120; Color: white; Features: dining, round, pedestal, saarinen-style"
4072,2108,s3_170,,Furniture,14800,"Console table 110x35x80 navy mango wood, wood antique","Product Type: Console table; Dimensions: 110x35x80; Color: navy; Material: mango wood, wood; Features: antique"
4073,2109,s3_171,,Furniture,5800,"Area rug 150x230 pastel, pink viscose","Product Type: Area rug; Dimensions: 150x230; Color: pastel, pink; Features: viscose"
4074,2110,s3_172,,Furniture,28800,Chaise lounge Verona 175x80 emerald velvet mid-century,Product Type: Chaise lounge; Name: Verona; Dimensions: 175x80; Color: emerald; Material: velvet; Features: mid-century
4075,2111,s3_173,,Furniture,1850,Coat hook 100cm gold metal rail,Product Type: Coat hook; Dimensions: 100cm; Color: gold; Material: metal; Features: rail
4076,2112,s3_174,,Furniture,14400,"Cart Verona 80x40x85 walnut tea, trolley, mid-century, wheels","Product Type: Cart; Name: Verona; Dimensions: 80x40x85; Material: walnut; Features: tea, trolley, mid-century, wheels"
4077,2113,s3_175,,Furniture,2400,"Shower caddy Milano chrome corner, 4-tier","Product Type: Shower caddy; Name: Milano; Material: chrome; Features: corner, 4-tier"
4078,2114,s3_176,,Furniture,1850,"Stocking holder black metal christmas, set of 4, mantel","Product Type: Stocking holder; Color: black; Material: metal; Features: christmas, set of 4, mantel"
4079,2115,s3_177,,Furniture,3200,"Rack wood, walnut hat, standing, 8-hooks","Product Type: Rack; Material: wood, walnut; Features: hat, standing, 8-hooks"
4080,2116,s3_178,,Furniture,58400,"Recliner brown faux leather, leather massage, heat, zero","Product Type: Recliner; Color: brown; Material: faux leather, leather; Features: massage, heat, zero"
4081,2117,s3_179,,Furniture,7390,"Shelf 100x25x150 black metal, wood pipe, industrial, 4-tier","Product Type: Shelf; Dimensions: 100x25x150; Color: black; Material: metal, wood; Features: pipe, industrial, 4-tier"
4082,2118,s3_180,,Furniture,11200,"Chair brown pu leather, leather executive","Product Type: Chair; Color: brown; Material: pu leather, leather; Features: executive"
4083,2119,s3_181,,Furniture,19800,"Gaming chair grey faux leather, leather recliner, footrest","Product Type: Gaming chair; Color: grey; Material: faux leather, leather; Features: recliner, footrest"
4084,2120,s3_182,,Furniture,14800,"Bookcase Verona metal, wood industrial, pipe, 5-tier","Product Type: Bookcase; Name: Verona; Material: metal, wood; Features: industrial, pipe, 5-tier"
4085,2121,s3_183,,Furniture,16800,"Dressing table Lyon 110x45x150 walnut, velvet","Product Type: Dressing table; Name: Lyon; Dimensions: 110x45x150; Material: walnut, velvet"
4086,2122,s3_184,,Furniture,19800,"Lounge chair Milano emerald, gold velvet legs, accent","Product Type: Lounge chair; Name: Milano; Color: emerald, gold; Material: velvet; Features: legs, accent"
4087,2123,s3_185,,Furniture,1850,"Mattress cover 90x190 encasement, kids, bedwetting","Product Type: Mattress cover; Dimensions: 90x190; Features: encasement, kids, bedwetting"
4088,2124,s3_186,,Furniture,3450,"Outdoor cushion sage olefin deep-seat, set of 6","Product Type: Outdoor cushion; Color: sage; Material: olefin; Features: deep-seat, set of 6"
4089,2125,s3_187,,Furniture,6800,"Mattress topper 160x200 memory foam, foam","Product Type: Mattress topper; Dimensions: 160x200; Material: memory foam, foam"
4090,2126,s3_188,,Furniture,14800,"Bar cart 80x40x80 gold metal vintage, distressed, wheels","Product Type: Bar cart; Dimensions: 80x40x80; Color: gold; Material: metal; Features: vintage, distressed, wheels"
4091,2127,s3_189,,Furniture,68400,"Dining set aluminum, teak patio, 7-piece, top","Product Type: Dining set; Material: aluminum, teak; Features: patio, 7-piece, top"
4092,2128,s3_190,,Furniture,7800,"Bar stool black pu leather, leather set of 2","Product Type: Bar stool; Color: black; Material: pu leather, leather; Features: set of 2"
4093,2129,s3_191,,Furniture,24800,"Chair d=110 natural, ivory rattan hanging, stand, cushion","Product Type: Chair; Dimensions: d=110; Color: natural, ivory; Material: rattan; Features: hanging, stand, cushion"
4094,2130,s3_192,,Furniture,14800,Peacock chair Adeline 100x70x150 natural rattan high-back,Product Type: Peacock chair; Name: Adeline; Dimensions: 100x70x150; Color: natural; Material: rattan; Features: high-back
4095,2131,s3_193,,Furniture,1850,"Pet bed grey cooling, gel, mat, 60xx40, summer, dogs-cats","Product Type: Pet bed; Color: grey; Features: cooling, gel, mat, 60xx40, summer, dogs-cats"
4096,2132,s3_194,,Furniture,5400,"Desk Norton 100x50 white mdf writing, drawer","Product Type: Desk; Name: Norton; Dimensions: 100x50; Color: white; Material: mdf; Features: writing, drawer"
4097,2133,s3_195,,Furniture,7400,"Mirror Aria 70x100 wood antique, arch, distressed","Product Type: Mirror; Name: Aria; Dimensions: 70x100; Material: wood; Features: antique, arch, distressed"
4098,2134,s3_196,,Furniture,14800,Sun lounger beige rattan cushion,Product Type: Sun lounger; Color: beige; Material: rattan; Features: cushion
4099,2135,s3_197,,Furniture,5800,"Dining chair grey fabric, metal set of 2, legs","Product Type: Dining chair; Color: grey; Material: fabric, metal; Features: set of 2, legs"
4100,2136,s3_198,,Furniture,7200,"Bookcase 80x30x180cm, 800x300x1800 wenge mdf","Product Type: Bookcase; Dimensions: 80x30x180cm, 800x300x1800; Color: wenge; Material: mdf"
4101,2137,s3_199,,Furniture,1850,"Foam roller 30cm natural foam, cork half-round","Product Type: Foam roller; Dimensions: 30cm; Color: natural; Material: foam, cork; Features: half-round"
4102,2138,s3_200,,Furniture,980,"Step stool grey metal kids, foldable, kitchen","Product Type: Step stool; Color: grey; Material: metal; Features: kids, foldable, kitchen"
4103,2139,s3_201,,Furniture,9800,"Chest 80x40x40 natural wood storage, trunk, mango, vintage","Product Type: Chest; Dimensions: 80x40x40; Color: natural; Material: wood; Features: storage, trunk, mango, vintage"
4104,2140,s3_202,,Furniture,14200,"Bed 90x200 sonoma oak sonoma oak, mdf, oak single","Product Type: Bed; Dimensions: 90x200; Color: sonoma oak; Material: sonoma oak, mdf, oak; Features: single"
4105,2141,s3_203,,Furniture,3800,"Wall sconce paper-rice japandi, frame, pair set","Product Type: Wall sconce; Material: paper-rice; Features: japandi, frame, pair set"
4106,2142,s3_204,,Furniture,34800,"Bed Orchid 160x200 oak, fabric double, headboard","Product Type: Bed; Name: Orchid; Dimensions: 160x200; Material: oak, fabric; Features: double, headboard"
4107,2143,s3_205,,Furniture,9800,"Tulip chair red fiberglass mid-century, swivel, pedestal","Product Type: Tulip chair; Color: red; Material: fiberglass; Features: mid-century, swivel, pedestal"
4108,2144,s3_206,,Furniture,34800,"Chandelier Verona d=80 gold modern, led, rings","Product Type: Chandelier; Name: Verona; Dimensions: d=80; Color: gold; Features: modern, led, rings"
4109,2145,s3_207,,Furniture,19800,"Office chair Norton black mesh ergonomic, headrest, 4d, armrests","Product Type: Office chair; Name: Norton; Color: black; Material: mesh; Features: ergonomic, headrest, 4d, armrests"
4110,2146,s3_208,,Furniture,48400,"Massage table Oslo beige electric, height-adjust","Product Type: Massage table; Name: Oslo; Color: beige; Features: electric, height-adjust"
4111,2147,s3_209,,Furniture,3450,"Armchair pink velvet kids, mini","Product Type: Armchair; Color: pink; Material: velvet; Features: kids, mini"
4112,2148,s3_210,,Furniture,4800,"Curtains 200x270 navy polyester blackout, pair","Product Type: Curtains; Dimensions: 200x270; Color: navy; Material: polyester; Features: blackout, pair"
4113,2149,s3_211,,Furniture,19800,"Shelf 180x30x180 white modular, system, wall-mount","Product Type: Shelf; Dimensions: 180x30x180; Color: white; Features: modular, system, wall-mount"
4114,2150,s3_212,,Furniture,11400,Dressing table Aria 100x40x140 white mdf mirror,Product Type: Dressing table; Name: Aria; Dimensions: 100x40x140; Color: white; Material: mdf; Features: mirror
4115,2151,s3_213,,Furniture,19800,"Dining chair brown rattan patio, set of 6, stackable","Product Type: Dining chair; Color: brown; Material: rattan; Features: patio, set of 6, stackable"
4116,2152,s3_214,,Furniture,28400,"Cabinet 100x40x180 grey metal industrial, riveted, gunmetal","Product Type: Cabinet; Dimensions: 100x40x180; Color: grey; Material: metal; Features: industrial, riveted, gunmetal"
4117,2153,s3_215,,Furniture,3200,"Accent chair natural canvas, metal butterfly, frame","Product Type: Accent chair; Color: natural; Material: canvas, metal; Features: butterfly, frame"
4118,2154,s3_216,,Furniture,42400,"Wardrobe Aria 200x60x220 white mirror, sliding","Product Type: Wardrobe; Name: Aria; Dimensions: 200x60x220; Color: white; Features: mirror, sliding"
4119,2155,s3_217,,Furniture,42400,"Sofa 200x90x70 natural, oatmeal oak, linen low, japandi, 3-seater","Product Type: Sofa; Dimensions: 200x90x70; Color: natural, oatmeal; Material: oak, linen; Features: low, japandi, 3-seater"
4120,2156,s3_218,,Furniture,6800,"Ottoman Stella 70x40x40 emerald, gold velvet legs","Product Type: Ottoman; Name: Stella; Dimensions: 70x40x40; Color: emerald, gold; Material: velvet; Features: legs"
4121,2157,s3_219,,Furniture,9400,"Bedspread Verona 220x240 champagne velvet luxe, quilted","Product Type: Bedspread; Name: Verona; Dimensions: 220x240; Color: champagne; Material: velvet; Features: luxe, quilted"
4122,2158,s3_220,,Furniture,3450,"Sofa wood, walnut pet, furniture, step, ramp, 3-step","Product Type: Sofa; Material: wood, walnut; Features: pet, furniture, step, ramp, 3-step"
4123,2159,s3_221,,Furniture,2400,"Bookend Lyon marble veined, hex, set of 2","Product Type: Bookend; Name: Lyon; Material: marble; Features: veined, hex, set of 2"
4124,2160,s3_222,,Furniture,13400,Accent chair burgundy velvet club,Product Type: Accent chair; Color: burgundy; Material: velvet; Features: club
4125,2161,s3_223,,Furniture,4800,"Curtains Aria 140x270 natural linen japandi, pair","Product Type: Curtains; Name: Aria; Dimensions: 140x270; Color: natural; Material: linen; Features: japandi, pair"
4126,2162,s3_224,,Furniture,112400,"Acoustic pod Oslo 90x90x215 beige fabric phone, booth, single, sound-proof","Product Type: Acoustic pod; Name: Oslo; Dimensions: 90x90x215; Color: beige; Material: fabric; Features: phone, booth, single, sound-proof"
4127,2163,s3_225,,Furniture,3200,"Drawer unit pastel fabric kids, colorful","Product Type: Drawer unit; Color: pastel; Material: fabric; Features: kids, colorful"
4128,2164,s3_226,,Furniture,12800,"Coffee table d=90 walnut mid-century, round, splayed, legs","Product Type: Coffee table; Dimensions: d=90; Material: walnut; Features: mid-century, round, splayed, legs"
4129,2165,s3_227,,Furniture,5800,"Wall hanging 120x150 natural cotton macrame, boho, xl","Product Type: Wall hanging; Dimensions: 120x150; Color: natural; Material: cotton; Features: macrame, boho, xl"
4130,2166,s3_228,,Furniture,4400,Bar stool 65cm grey fabric backrest,Product Type: Bar stool; Dimensions: 65cm; Color: grey; Material: fabric; Features: backrest
4131,2167,s3_229,,Furniture,3450,"Wine rack Verona 40x25x70 black metal 12-bottle, floor","Product Type: Wine rack; Name: Verona; Dimensions: 40x25x70; Color: black; Material: metal; Features: 12-bottle, floor"
4132,2168,s3_230,,Furniture,1850,"Meditation cushion d=35 sage linen zafu, round, buckwheat","Product Type: Meditation cushion; Dimensions: d=35; Color: sage; Material: linen; Features: zafu, round, buckwheat"
4133,2169,s3_231,,Furniture,9800,"Curtain motor 1m, 3m smart, wifi, rod, set, adjustable, alexa","Product Type: Curtain motor; Dimensions: 1m, 3m; Features: smart, wifi, rod, set, adjustable, alexa"
4134,2170,s3_232,,Furniture,22400,"Office desk Oslo 160x70x76 natural oak japandi, minimal","Product Type: Office desk; Name: Oslo; Dimensions: 160x70x76; Color: natural; Material: oak; Features: japandi, minimal"
4135,2171,s3_233,,Furniture,4800,"Garden chair white plastic set of 4, stackable","Product Type: Garden chair; Color: white; Material: plastic; Features: set of 4, stackable"
4136,2172,s3_234,,Furniture,5800,"Ceiling lamp Oslo d=50 wood disc, led","Product Type: Ceiling lamp; Name: Oslo; Dimensions: d=50; Material: wood; Features: disc, led"
4137,2173,s3_235,,Furniture,12800,"Room divider 200x180 natural rattan 4-panel, folding, boho","Product Type: Room divider; Dimensions: 200x180; Color: natural; Material: rattan; Features: 4-panel, folding, boho"
4138,2174,s3_236,,Furniture,5400,"Mattress 90x190 foam orthopedic, kids","Product Type: Mattress; Dimensions: 90x190; Material: foam; Features: orthopedic, kids"
4139,2175,s3_237,,Furniture,7400,"Area rug d=160 silver octagon, viscose","Product Type: Area rug; Dimensions: d=160; Color: silver; Features: octagon, viscose"
4140,2176,s3_238,,Furniture,14400,"Coffee station Norton 80x40x140 walnut mug-rack, pull-out","Product Type: Coffee station; Name: Norton; Dimensions: 80x40x140; Material: walnut; Features: mug-rack, pull-out"
4141,2177,s3_239,,Furniture,3800,"Desk lamp natural wood, linen base, shade","Product Type: Desk lamp; Color: natural; Material: wood, linen; Features: base, shade"
4142,2178,s3_240,,Furniture,3450,"Hutch 100x30x80 white mdf unit, desk, add-on","Product Type: Hutch; Dimensions: 100x30x80; Color: white; Material: mdf; Features: unit, desk, add-on"
4143,2179,s3_241,,Furniture,5800,"Duvet cover 200x220 oatmeal linen japandi, queen, stonewashed","Product Type: Duvet cover; Dimensions: 200x220; Color: oatmeal; Material: linen; Features: japandi, queen, stonewashed"
4144,2180,s3_242,,Furniture,57200,"Sofa Verona brown eco-leather corner, eurokniga","Product Type: Sofa; Name: Verona; Color: brown; Material: eco-leather; Features: corner, eurokniga"
4145,2181,s3_243,,Furniture,28400,"Fire pit 80x60 black steel table, gas","Product Type: Fire pit; Dimensions: 80x60; Color: black; Material: steel; Features: table, gas"
4146,2182,s3_244,,Furniture,3450,"Umbrella 2.4m sand color beach, upf50","Product Type: Umbrella; Dimensions: 2.4m; Color: sand color; Features: beach, upf50"
4147,2183,s3_245,,Furniture,9200,"Area rug 160x230 silver viscose, shimmer","Product Type: Area rug; Dimensions: 160x230; Color: silver; Features: viscose, shimmer"
4148,2184,s3_246,,Furniture,1680,Ergonomic mat 60x90 black anti-fatigue,Product Type: Ergonomic mat; Dimensions: 60x90; Color: black; Features: anti-fatigue
4149,2185,s3_247,,Furniture,7200,"Ottoman d=70 burgundy tufted, round, chesterfield","Product Type: Ottoman; Dimensions: d=70; Color: burgundy; Features: tufted, round, chesterfield"
4150,2186,s3_248,,Furniture,18400,"Chandelier Stella d=70 chrome sputnik, 8-light, mid-century","Product Type: Chandelier; Name: Stella; Dimensions: d=70; Material: chrome; Features: sputnik, 8-light, mid-century"
4151,2187,s3_249,,Furniture,6200,"Cat condo 60x40x140 beige sisal tower, 4-level","Product Type: Cat condo; Dimensions: 60x40x140; Color: beige; Material: sisal; Features: tower, 4-level"
4152,2188,s3_250,,Furniture,4400,"Mirror Verona d=50 brass vanity, round, minimal, japandi","Product Type: Mirror; Name: Verona; Dimensions: d=50; Material: brass; Features: vanity, round, minimal, japandi"
4153,2189,s3_251,,Furniture,2400,"Pendant light d=50 white paper lantern, rice, minimalist, plug-in","Product Type: Pendant light; Dimensions: d=50; Color: white; Material: paper; Features: lantern, rice, minimalist, plug-in"
4154,2190,s3_252,,Furniture,14400,"Shelf 160x30x200 black metal, wood pipe, industrial, 6-tier, xl","Product Type: Shelf; Dimensions: 160x30x200; Color: black; Material: metal, wood; Features: pipe, industrial, 6-tier, xl"
4155,2191,s3_253,,Furniture,5900,"Bedspread 220x240 ivory jacquard, floral","Product Type: Bedspread; Dimensions: 220x240; Color: ivory; Features: jacquard, floral"
4156,2192,s3_254,,Furniture,3800,Pendant light d=35 black metal industrial,Product Type: Pendant light; Dimensions: d=35; Color: black; Material: metal; Features: industrial
4157,2193,s3_255,,Furniture,14800,"Sun lounger Lyon grey aluminum reclining, 5-position","Product Type: Sun lounger; Name: Lyon; Color: grey; Material: aluminum; Features: reclining, 5-position"
4158,2194,s3_256,,Furniture,6400,"Cat tree walnut wall-mounted, 5-piece, shelves","Product Type: Cat tree; Material: walnut; Features: wall-mounted, 5-piece, shelves"
4159,2195,s3_257,,Furniture,8400,"Area rug d=160 grey acrylic round, shaggy","Product Type: Area rug; Dimensions: d=160; Color: grey; Material: acrylic; Features: round, shaggy"
4160,2196,s3_258,,Furniture,3950,"Vanity stool emerald, gold velvet round","Product Type: Vanity stool; Color: emerald, gold; Material: velvet; Features: round"
4161,2197,s3_259,,Furniture,48400,"Cabinet Adeline 90x40x180 walnut whisky, display, front, led","Product Type: Cabinet; Name: Adeline; Dimensions: 90x40x180; Material: walnut; Features: whisky, display, front, led"
4162,2198,s3_260,,Furniture,14800,"Floor lamp Milano 200cm white brass, marble arc, overhead","Product Type: Floor lamp; Name: Milano; Dimensions: 200cm; Color: white; Material: brass, marble; Features: arc, overhead"
4163,2199,s3_261,,Furniture,1850,"Mouse pad 120x60 gaming, desk-size, stitched","Product Type: Mouse pad; Dimensions: 120x60; Features: gaming, desk-size, stitched"
4164,2200,s3_262,,Furniture,1280,Jewelry stand gold metal tree,Product Type: Jewelry stand; Color: gold; Material: metal; Features: tree
4165,2201,s3_263,,Furniture,58400,"Lounge chair plywood, walnut, leather eames-style, chocolate, ottoman","Product Type: Lounge chair; Material: plywood, walnut, leather; Features: eames-style, chocolate, ottoman"
4166,2202,s3_264,,Furniture,2800,"Plant stand gold metal 3-tier, indoor","Product Type: Plant stand; Color: gold; Material: metal; Features: 3-tier, indoor"
